100,0.7225
110,0.686
120,0.672
130,0.679
140,0.6905
150,0.692
160,0.6915
170,0.7
180,0.7085
190,0.7255
200,0.739
210,0.7495
220,0.752
230,0.7515
240,0.7495
250,0.758
260,0.761
270,0.759
280,0.7595
290,0.762
300,0.755
310,0.751
320,0.757
330,0.7565
340,0.756
350,0.7475
360,0.7425
370,0.741
380,0.7435
390,0.727
400,0.7225
410,0.7195
420,0.714
430,0.7085
440,0.711
450,0.713
460,0.7105
470,0.7025
480,0.6955
490,0.7035
500,0.707
510,0.705
520,0.6995
530,0.7015
540,0.7025
550,0.7015
560,0.7045
570,0.713
580,0.7165
590,0.721
600,0.7245
610,0.731
620,0.7355
630,0.7405
640,0.739
650,0.7385
660,0.731
670,0.7285
680,0.7245
690,0.7195
700,0.716
710,0.714
720,0.7145
730,0.7135
740,0.705
750,0.708
760,0.7125
770,0.71
780,0.7115
790,0.7065
800,0.7055
810,0.71
820,0.7135
830,0.717
840,0.7355
850,0.743
860,0.7495
870,0.759
880,0.7615
890,0.7645
900,0.775
910,0.784
920,0.796
930,0.8045
940,0.8105
950,0.8015
960,0.775
970,0.752
980,0.7365
990,0.721
1000,0.705
1010,0.6885
1020,0.6685
1030,0.642
1040,0.603
1050,0.5915
1060,0.604
1070,0.6105
1080,0.619
1090,0.633
1100,0.638
1110,0.632
1120,0.631
1130,0.635
1140,0.652
1150,0.6645
1160,0.6705
1170,0.6835
1180,0.698
1190,0.709
1200,0.715
1210,0.7245
1220,0.724
1230,0.7295
1240,0.7285
1250,0.7305
1260,0.7375
1270,0.742
1280,0.7385
1290,0.735
1300,0.7335
1310,0.7335
1320,0.741
1330,0.7495
1340,0.7675
1350,0.7715
1360,0.7805
1370,0.782
1380,0.7805
1390,0.78
1400,0.7795
1410,0.783
1420,0.7885
1430,0.792
1440,0.7895
1450,0.7905
1460,0.786
1470,0.7845
1480,0.7875
1490,0.789
1500,0.795
1510,0.799
1520,0.7995
1530,0.7935
1540,0.786
1550,0.78
1560,0.7725
1570,0.7655
1580,0.768
1590,0.7685
1600,0.766
1610,0.764
1620,0.764
1630,0.77
1640,0.776
1650,0.7815
1660,0.7895
1670,0.795
1680,0.797
1690,0.804
1700,0.8085
1710,0.8105
1720,0.816
1730,0.8185
1740,0.8205
1750,0.822
1760,0.824
1770,0.8275
1780,0.822
1790,0.816
1800,0.81
1810,0.813
1820,0.8055
1830,0.802
1840,0.7975
1850,0.7975
1860,0.7915
1870,0.7895
1880,0.7905
1890,0.7915
1900,0.796
1910,0.7945
1920,0.7985
1930,0.797
1940,0.8
1950,0.802
1960,0.8045
1970,0.8035
1980,0.806
1990,0.8065
2000,0.807
2010,0.803
2020,0.8
2030,0.801
2040,0.797
2050,0.7895
2060,0.7875
2070,0.7865
2080,0.7835
2090,0.7845
2100,0.7805
2110,0.784
2120,0.787
2130,0.786
2140,0.782
2150,0.7895
2160,0.792
2170,0.796
2180,0.7985
2190,0.799
2200,0.8005
2210,0.799
2220,0.798
2230,0.7975
2240,0.8025
2250,0.8035
2260,0.809
2270,0.8115
2280,0.814
2290,0.8165
2300,0.817
2310,0.8195
2320,0.8225
2330,0.822
2340,0.823
2350,0.8195
2360,0.815
2370,0.8095
2380,0.805
2390,0.801
2400,0.8025
2410,0.8
2420,0.795
2430,0.7945
2440,0.794
2450,0.7945
2460,0.793
2470,0.7935
2480,0.7945
2490,0.798
2500,0.8005
2510,0.8015
2520,0.8045
2530,0.8065
2540,0.811
2550,0.8165
2560,0.815
2570,0.8185
2580,0.8225
2590,0.821
2600,0.8225
2610,0.828
2620,0.8305
2630,0.837
2640,0.84
2650,0.839
2660,0.8435
2670,0.8425
2680,0.8395
2690,0.8385
2700,0.835
2710,0.8315
2720,0.8225
2730,0.8185
2740,0.8055
2750,0.7955
2760,0.7815
2770,0.7645
2780,0.7475
2790,0.73
2800,0.7215
2810,0.7125
2820,0.7105
2830,0.702
2840,0.704
2850,0.699
2860,0.689
2870,0.682
2880,0.6775
2890,0.671
2900,0.665
2910,0.6565
2920,0.652
2930,0.6435
2940,0.6205
2950,0.601
2960,0.5955
2970,0.596
2980,0.599
2990,0.603
3000,0.6
3010,0.598
3020,0.5885
3030,0.586
3040,0.603
3050,0.627
3060,0.65
3070,0.663
3080,0.6695
3090,0.678
3100,0.689
3110,0.697
3120,0.7075
3130,0.7155
3140,0.7245
3150,0.7385
3160,0.746
3170,0.7545
3180,0.7675
3190,0.7815
3200,0.791
3210,0.805
3220,0.82
3230,0.8335
3240,0.838
3250,0.8315
3260,0.8265
3270,0.8335
3280,0.8385
3290,0.8345
3300,0.8355
3310,0.8345
3320,0.837
3330,0.8395
3340,0.8375
3350,0.8355
3360,0.8395
3370,0.836
3380,0.838
3390,0.845
3400,0.8445
3410,0.843
3420,0.8375
3430,0.83
3440,0.8295
3450,0.8325
3460,0.8325
3470,0.833
3480,0.8265
3490,0.823
3500,0.8205
3510,0.8195
3520,0.821
3530,0.8175
3540,0.811
3550,0.8105
3560,0.8065
3570,0.806
3580,0.7995
3590,0.801
3600,0.801
3610,0.7915
3620,0.7895
3630,0.795
3640,0.803
3650,0.8035
3660,0.808
3670,0.8025
3680,0.8055
3690,0.799
3700,0.7915
3710,0.799
3720,0.799
3730,0.801
3740,0.8
3750,0.797
3760,0.7945
3770,0.7935
3780,0.7935
3790,0.786
3800,0.7855
3810,0.7815
3820,0.775
3830,0.767
3840,0.762
3850,0.754
3860,0.7395
3870,0.738
3880,0.729
3890,0.727
3900,0.722
